dataset,label,transform,feature_a,feature_b,pearson_r,abs_r,strong_pair
starbucks,스타벅스,transformed,dist_nearest_starbucks,avg_income,-0.25763,0.25763,False
starbucks,스타벅스,transformed,other_franchise_cafe_count_500m,living_population,0.257446,0.257446,False
all,전체,raw,dist_nearest_starbucks,avg_income,-0.256913,0.256913,False
non_starbucks,비스타벅스,raw,subway_evening_peak_500m,living_population,0.254351,0.254351,False
starbucks,스타벅스,transformed,dist_nearest_subway,num_convenience_500m,-0.25328,0.25328,False
all,전체,raw,subway_evening_peak_500m,living_population,0.25294,0.25294,False
starbucks,스타벅스,raw,low_price_cafe_count_500m,living_population,0.252188,0.252188,False
all,전체,transformed,nearest_subway_ridership,living_population,0.250238,0.250238,False
starbucks,스타벅스,raw,subway_lunch_peak_500m,num_offices,0.249949,0.249949,False
starbucks,스타벅스,raw,dist_nearest_starbucks,living_population,-0.249637,0.249637,False
non_starbucks,비스타벅스,transformed,nearest_subway_ridership,living_population,0.248382,0.248382,False
starbucks,스타벅스,transformed,dist_nearest_subway,num_bus_stops_300m,-0.247827,0.247827,False
starbucks,스타벅스,raw,dist_nearest_subway,low_price_cafe_count_500m,-0.246786,0.246786,False
starbucks,스타벅스,raw,dist_nearest_subway,independent_cafe_count_500m,-0.246253,0.246253,False
starbucks,스타벅스,transformed,dist_nearest_subway,low_price_cafe_count_500m,-0.243908,0.243908,False
non_starbucks,비스타벅스,raw,subway_morning_peak_500m,living_population,0.242508,0.242508,False
all,전체,raw,subway_morning_peak_500m,living_population,0.241957,0.241957,False
all,전체,transformed,subway_evening_peak_500m,living_population,0.240372,0.240372,False
starbucks,스타벅스,transformed,avg_income,living_population,0.240338,0.240338,False
non_starbucks,비스타벅스,transformed,subway_evening_peak_500m,living_population,0.239866,0.239866,False
starbucks,스타벅스,transformed,dist_nearest_subway,independent_cafe_count_500m,-0.237913,0.237913,False
starbucks,스타벅스,raw,dist_nearest_subway,num_bus_stops_300m,-0.235827,0.235827,False
starbucks,스타벅스,raw,dist_nearest_subway,other_franchise_cafe_count_500m,-0.234298,0.234298,False
all,전체,transformed,subway_morning_peak_500m,living_population,0.229364,0.229364,False
starbucks,스타벅스,raw,dist_nearest_starbucks,avg_income,-0.228961,0.228961,False
non_starbucks,비스타벅스,transformed,subway_morning_peak_500m,living_population,0.228649,0.228649,False
starbucks,스타벅스,raw,other_franchise_cafe_count_500m,living_population,0.225836,0.225836,False
starbucks,스타벅스,transformed,dist_nearest_subway,other_franchise_cafe_count_500m,-0.225383,0.225383,False
starbucks,스타벅스,raw,num_bus_stops_300m,num_retail_500m,0.224804,0.224804,False
starbucks,스타벅스,raw,num_subway_500m,num_bus_stops_300m,0.223262,0.223262,False
starbucks,스타벅스,transformed,num_subway_500m,num_bus_stops_300m,0.223262,0.223262,False
starbucks,스타벅스,transformed,num_subway_500m,num_offices,0.214339,0.214339,False
non_starbucks,비스타벅스,raw,dist_nearest_subway,land_price,-0.214269,0.214269,False
all,전체,raw,dist_nearest_subway,land_price,-0.213668,0.213668,False
all,전체,transformed,subway_lunch_peak_500m,living_population,0.210855,0.210855,False
non_starbucks,비스타벅스,transformed,subway_lunch_peak_500m,living_population,0.210547,0.210547,False
all,전체,transformed,num_subway_500m,num_offices,0.208778,0.208778,False
non_starbucks,비스타벅스,raw,subway_lunch_peak_500m,living_population,0.208256,0.208256,False
non_starbucks,비스타벅스,transformed,num_subway_500m,num_offices,0.206489,0.206489,False
all,전체,raw,subway_lunch_peak_500m,living_population,0.206436,0.206436,False
starbucks,스타벅스,transformed,num_bus_stops_300m,dist_nearest_starbucks,-0.203581,0.203581,False
starbucks,스타벅스,raw,avg_income,living_population,0.202462,0.202462,False
starbucks,스타벅스,transformed,num_subway_500m,nearest_subway_ridership,0.198693,0.198693,False
all,전체,transformed,num_retail_500m,living_population,0.196623,0.196623,False
non_starbucks,비스타벅스,transformed,num_retail_500m,living_population,0.19545,0.19545,False
non_starbucks,비스타벅스,raw,num_retail_500m,living_population,0.188779,0.188779,False
starbucks,스타벅스,transformed,num_retail_500m,living_population,0.188303,0.188303,False
starbucks,스타벅스,raw,nearest_subway_ridership,num_bus_stops_300m,0.186488,0.186488,False
starbucks,스타벅스,raw,num_bus_stops_300m,dist_nearest_starbucks,-0.186411,0.186411,False
all,전체,raw,num_retail_500m,living_population,0.186238,0.186238,False
all,전체,raw,subway_morning_peak_500m,avg_income,0.184918,0.184918,False
non_starbucks,비스타벅스,raw,subway_morning_peak_500m,avg_income,0.18474,0.18474,False
starbucks,스타벅스,raw,num_subway_500m,nearest_subway_ridership,0.183429,0.183429,False
all,전체,transformed,num_bus_stops_300m,num_retail_500m,0.181334,0.181334,False
starbucks,스타벅스,transformed,subway_evening_peak_500m,living_population,0.180548,0.180548,False
all,전체,raw,subway_evening_peak_500m,avg_income,0.177991,0.177991,False
starbucks,스타벅스,transformed,nearest_subway_ridership,num_bus_stops_300m,0.177989,0.177989,False
all,전체,raw,num_bus_stops_300m,low_price_cafe_count_500m,0.17789,0.17789,False
all,전체,transformed,num_bus_stops_300m,low_price_cafe_count_500m,0.17789,0.17789,False
all,전체,transformed,num_bus_stops_300m,num_convenience_500m,0.177871,0.177871,False
all,전체,raw,num_bus_stops_300m,num_convenience_500m,0.177871,0.177871,False
non_starbucks,비스타벅스,raw,subway_evening_peak_500m,avg_income,0.177453,0.177453,False
all,전체,raw,num_subway_500m,num_offices,0.177337,0.177337,False
non_starbucks,비스타벅스,transformed,num_bus_stops_300m,num_retail_500m,0.17721,0.17721,False
starbucks,스타벅스,transformed,dist_nearest_subway,land_price,-0.17697,0.17697,False
non_starbucks,비스타벅스,raw,num_subway_500m,num_offices,0.175272,0.175272,False
starbucks,스타벅스,raw,num_subway_500m,num_offices,0.174864,0.174864,False
starbucks,스타벅스,raw,subway_morning_peak_500m,living_population,0.1746,0.1746,False
starbucks,스타벅스,transformed,subway_morning_peak_500m,living_population,0.173155,0.173155,False
non_starbucks,비스타벅스,raw,num_bus_stops_300m,low_price_cafe_count_500m,0.172428,0.172428,False
non_starbucks,비스타벅스,transformed,num_bus_stops_300m,low_price_cafe_count_500m,0.172428,0.172428,False
non_starbucks,비스타벅스,transformed,num_bus_stops_300m,num_convenience_500m,0.171599,0.171599,False
non_starbucks,비스타벅스,raw,num_bus_stops_300m,num_convenience_500m,0.171599,0.171599,False
all,전체,transformed,dist_nearest_subway,num_offices,-0.169252,0.169252,False
non_starbucks,비스타벅스,transformed,dist_nearest_subway,num_offices,-0.168768,0.168768,False
starbucks,스타벅스,raw,subway_evening_peak_500m,living_population,0.166696,0.166696,False
starbucks,스타벅스,raw,dist_nearest_subway,num_retail_500m,-0.166427,0.166427,False
all,전체,raw,num_bus_stops_300m,num_restaurants_500m,0.165312,0.165312,False
all,전체,transformed,num_bus_stops_300m,num_restaurants_500m,0.165312,0.165312,False
all,전체,raw,subway_lunch_peak_500m,avg_income,0.163021,0.163021,False
non_starbucks,비스타벅스,raw,subway_lunch_peak_500m,avg_income,0.162302,0.162302,False
all,전체,raw,num_bus_stops_300m,other_franchise_cafe_count_500m,0.160918,0.160918,False
all,전체,transformed,num_bus_stops_300m,other_franchise_cafe_count_500m,0.160918,0.160918,False
non_starbucks,비스타벅스,transformed,num_bus_stops_300m,num_restaurants_500m,0.160042,0.160042,False
non_starbucks,비스타벅스,raw,num_bus_stops_300m,num_restaurants_500m,0.160042,0.160042,False
starbucks,스타벅스,transformed,dist_nearest_subway,nearest_subway_ridership,-0.157479,0.157479,False
all,전체,transformed,subway_morning_peak_500m,avg_income,0.157439,0.157439,False
all,전체,transformed,subway_evening_peak_500m,avg_income,0.157354,0.157354,False
non_starbucks,비스타벅스,transformed,subway_morning_peak_500m,avg_income,0.156764,0.156764,False
non_starbucks,비스타벅스,transformed,subway_evening_peak_500m,avg_income,0.156522,0.156522,False
all,전체,raw,num_bus_stops_300m,num_retail_500m,0.155176,0.155176,False
non_starbucks,비스타벅스,raw,num_bus_stops_300m,other_franchise_cafe_count_500m,0.154756,0.154756,False
non_starbucks,비스타벅스,transformed,num_bus_stops_300m,other_franchise_cafe_count_500m,0.154756,0.154756,False
all,전체,raw,num_bus_stops_300m,independent_cafe_count_500m,0.153041,0.153041,False
all,전체,transformed,num_bus_stops_300m,independent_cafe_count_500m,0.153041,0.153041,False
non_starbucks,비스타벅스,raw,num_bus_stops_300m,num_retail_500m,0.1511,0.1511,False
non_starbucks,비스타벅스,raw,num_bus_stops_300m,independent_cafe_count_500m,0.148607,0.148607,False
non_starbucks,비스타벅스,transformed,num_bus_stops_300m,independent_cafe_count_500m,0.148607,0.148607,False
starbucks,스타벅스,transformed,subway_lunch_peak_500m,living_population,0.143729,0.143729,False
all,전체,transformed,subway_lunch_peak_500m,avg_income,0.142676,0.142676,False
non_starbucks,비스타벅스,transformed,subway_lunch_peak_500m,avg_income,0.141719,0.141719,False
starbucks,스타벅스,raw,dist_nearest_subway,land_price,-0.139703,0.139703,False
all,전체,raw,dist_nearest_subway,num_offices,-0.13509,0.13509,False
non_starbucks,비스타벅스,raw,dist_nearest_subway,num_offices,-0.134957,0.134957,False
non_starbucks,비스타벅스,transformed,independent_cafe_count_500m,avg_income,0.133674,0.133674,False
all,전체,transformed,independent_cafe_count_500m,avg_income,0.13264,0.13264,False
all,전체,transformed,dist_nearest_subway,nearest_subway_ridership,-0.12923,0.12923,False
non_starbucks,비스타벅스,transformed,dist_nearest_subway,nearest_subway_ridership,-0.126448,0.126448,False
all,전체,raw,num_bus_stops_300m,subway_evening_peak_500m,0.124727,0.124727,False
all,전체,raw,num_bus_stops_300m,subway_lunch_peak_500m,0.124217,0.124217,False
all,전체,transformed,other_franchise_cafe_count_500m,avg_income,0.122898,0.122898,False
non_starbucks,비스타벅스,transformed,other_franchise_cafe_count_500m,avg_income,0.122344,0.122344,False
non_starbucks,비스타벅스,transformed,dist_nearest_subway,living_population,-0.120306,0.120306,False
all,전체,transformed,dist_nearest_subway,living_population,-0.119604,0.119604,False
all,전체,transformed,num_subway_500m,nearest_subway_ridership,0.118685,0.118685,False
all,전체,transformed,num_bus_stops_300m,subway_lunch_peak_500m,0.117598,0.117598,False
non_starbucks,비스타벅스,raw,num_bus_stops_300m,subway_evening_peak_500m,0.117552,0.117552,False
non_starbucks,비스타벅스,raw,num_bus_stops_300m,subway_lunch_peak_500m,0.117227,0.117227,False
all,전체,raw,num_bus_stops_300m,subway_morning_peak_500m,0.115163,0.115163,False
all,전체,transformed,num_bus_stops_300m,subway_evening_peak_500m,0.1149,0.1149,False
non_starbucks,비스타벅스,transformed,num_subway_500m,nearest_subway_ridership,0.114657,0.114657,False
starbucks,스타벅스,raw,dist_nearest_subway,nearest_subway_ridership,-0.114465,0.114465,False
starbucks,스타벅스,raw,subway_evening_peak_500m,avg_income,0.114028,0.114028,False
non_starbucks,비스타벅스,raw,num_bus_stops_300m,avg_income,-0.11354,0.11354,False
starbucks,스타벅스,raw,num_bus_stops_300m,avg_income,-0.112424,0.112424,False
all,전체,raw,other_franchise_cafe_count_500m,avg_income,0.111866,0.111866,False
non_starbucks,비스타벅스,raw,other_franchise_cafe_count_500m,avg_income,0.111505,0.111505,False
all,전체,raw,num_bus_stops_300m,avg_income,-0.110935,0.110935,False
non_starbucks,비스타벅스,transformed,num_bus_stops_300m,subway_lunch_peak_500m,0.110316,0.110316,False
starbucks,스타벅스,raw,subway_lunch_peak_500m,living_population,0.1098,0.1098,False
starbucks,스타벅스,raw,subway_morning_peak_500m,avg_income,0.109626,0.109626,False
non_starbucks,비스타벅스,transformed,num_bus_stops_300m,avg_income,-0.109596,0.109596,False
all,전체,transformed,dist_nearest_subway,num_bus_stops_300m,-0.109359,0.109359,False
starbucks,스타벅스,raw,num_convenience_500m,avg_income,-0.108899,0.108899,False
non_starbucks,비스타벅스,raw,independent_cafe_count_500m,avg_income,0.108624,0.108624,False
all,전체,raw,independent_cafe_count_500m,avg_income,0.107522,0.107522,False
non_starbucks,비스타벅스,transformed,num_bus_stops_300m,subway_evening_peak_500m,0.10752,0.10752,False
non_starbucks,비스타벅스,raw,num_bus_stops_300m,subway_morning_peak_500m,0.107392,0.107392,False
all,전체,transformed,num_bus_stops_300m,avg_income,-0.106995,0.106995,False
all,전체,transformed,num_bus_stops_300m,subway_morning_peak_500m,0.106668,0.106668,False
starbucks,스타벅스,raw,subway_lunch_peak_500m,avg_income,0.105906,0.105906,False
starbucks,스타벅스,transformed,num_bus_stops_300m,avg_income,-0.10563,0.10563,False
starbucks,스타벅스,raw,nearest_subway_ridership,avg_income,0.105212,0.105212,False
all,전체,raw,dist_nearest_subway,nearest_subway_ridership,-0.103247,0.103247,False
non_starbucks,비스타벅스,transformed,dist_nearest_subway,num_bus_stops_300m,-0.103149,0.103149,False
non_starbucks,비스타벅스,raw,dist_nearest_subway,living_population,-0.102657,0.102657,False
all,전체,transformed,num_subway_500m,living_population,0.101822,0.101822,False
starbucks,스타벅스,transformed,dist_nearest_subway,num_offices,-0.101819,0.101819,False
all,전체,raw,dist_nearest_subway,living_population,-0.101703,0.101703,False
non_starbucks,비스타벅스,transformed,num_subway_500m,living_population,0.101671,0.101671,False
non_starbucks,비스타벅스,raw,dist_nearest_subway,nearest_subway_ridership,-0.101347,0.101347,False
all,전체,raw,nearest_subway_ridership,num_bus_stops_300m,0.100634,0.100634,False
starbucks,스타벅스,transformed,num_bus_stops_300m,living_population,-0.100119,0.100119,False
all,전체,transformed,num_subway_500m,avg_income,0.09933,0.09933,False
non_starbucks,비스타벅스,transformed,num_bus_stops_300m,subway_morning_peak_500m,0.098983,0.098983,False
non_starbucks,비스타벅스,transformed,num_subway_500m,avg_income,0.098374,0.098374,False
all,전체,raw,num_subway_500m,nearest_subway_ridership,0.098127,0.098127,False
starbucks,스타벅스,transformed,num_convenience_500m,avg_income,-0.09764,0.09764,False
all,전체,raw,dist_nearest_subway,num_bus_stops_300m,-0.09686,0.09686,False
non_starbucks,비스타벅스,raw,nearest_subway_ridership,num_bus_stops_300m,0.096649,0.096649,False
all,전체,transformed,nearest_subway_ridership,avg_income,0.096639,0.096639,False
all,전체,transformed,num_bus_stops_300m,dist_nearest_starbucks,-0.09538,0.09538,False
non_starbucks,비스타벅스,transformed,nearest_subway_ridership,avg_income,0.095374,0.095374,False
non_starbucks,비스타벅스,raw,num_subway_500m,nearest_subway_ridership,0.093827,0.093827,False
all,전체,raw,nearest_subway_ridership,avg_income,0.093379,0.093379,False
non_starbucks,비스타벅스,transformed,num_bus_stops_300m,dist_nearest_starbucks,-0.092243,0.092243,False
starbucks,스타벅스,raw,num_retail_500m,living_population,0.091527,0.091527,False
non_starbucks,비스타벅스,raw,dist_nearest_subway,num_bus_stops_300m,-0.090864,0.090864,False
non_starbucks,비스타벅스,raw,nearest_subway_ridership,avg_income,0.090817,0.090817,False
all,전체,raw,num_subway_500m,avg_income,0.090751,0.090751,False
non_starbucks,비스타벅스,transformed,dist_nearest_subway,avg_income,-0.090039,0.090039,False
all,전체,transformed,dist_nearest_subway,avg_income,-0.089855,0.089855,False
non_starbucks,비스타벅스,raw,num_subway_500m,avg_income,0.089848,0.089848,False
non_starbucks,비스타벅스,raw,num_subway_500m,living_population,0.088147,0.088147,False
all,전체,raw,num_subway_500m,living_population,0.087475,0.087475,False
starbucks,스타벅스,raw,num_bus_stops_300m,living_population,-0.087409,0.087409,False
all,전체,raw,num_bus_stops_300m,dist_nearest_starbucks,-0.084366,0.084366,False
non_starbucks,비스타벅스,raw,dist_nearest_subway,avg_income,-0.081984,0.081984,False
all,전체,raw,dist_nearest_subway,avg_income,-0.081904,0.081904,False
starbucks,스타벅스,transformed,subway_evening_peak_500m,avg_income,0.081894,0.081894,False
non_starbucks,비스타벅스,raw,num_bus_stops_300m,dist_nearest_starbucks,-0.081219,0.081219,False
starbucks,스타벅스,raw,num_retail_500m,avg_income,0.07908,0.07908,False
starbucks,스타벅스,raw,dist_nearest_subway,num_offices,-0.077014,0.077014,False
all,전체,transformed,nearest_subway_ridership,num_bus_stops_300m,0.075924,0.075924,False
starbucks,스타벅스,transformed,subway_morning_peak_500m,avg_income,0.074712,0.074712,False
starbucks,스타벅스,raw,num_bus_stops_300m,num_offices,-0.073774,0.073774,False
all,전체,raw,num_retail_500m,avg_income,0.072038,0.072038,False
starbucks,스타벅스,transformed,subway_lunch_peak_500m,avg_income,0.071958,0.071958,False
non_starbucks,비스타벅스,transformed,nearest_subway_ridership,num_bus_stops_300m,0.071557,0.071557,False
non_starbucks,비스타벅스,transformed,num_bus_stops_300m,num_offices,-0.070762,0.070762,False
non_starbucks,비스타벅스,raw,num_retail_500m,avg_income,0.06869,0.06869,False
all,전체,transformed,num_bus_stops_300m,num_offices,-0.068125,0.068125,False
non_starbucks,비스타벅스,transformed,num_restaurants_500m,avg_income,0.067415,0.067415,False
all,전체,transformed,num_restaurants_500m,avg_income,0.067108,0.067108,False
starbucks,스타벅스,transformed,nearest_subway_ridership,avg_income,0.067037,0.067037,False
non_starbucks,비스타벅스,transformed,num_bus_stops_300m,land_price,-0.064414,0.064414,False
all,전체,raw,num_subway_500m,num_bus_stops_300m,0.062098,0.062098,False
all,전체,transformed,num_subway_500m,num_bus_stops_300m,0.062098,0.062098,False
non_starbucks,비스타벅스,raw,num_bus_stops_300m,num_offices,-0.060619,0.060619,False
all,전체,transformed,num_bus_stops_300m,land_price,-0.060025,0.060025,False
all,전체,raw,num_bus_stops_300m,num_offices,-0.059196,0.059196,False
starbucks,스타벅스,raw,low_price_cafe_count_500m,avg_income,-0.057759,0.057759,False
starbucks,스타벅스,transformed,independent_cafe_count_500m,avg_income,0.056969,0.056969,False
starbucks,스타벅스,transformed,low_price_cafe_count_500m,avg_income,-0.055943,0.055943,False
non_starbucks,비스타벅스,transformed,num_subway_500m,num_bus_stops_300m,0.055386,0.055386,False
non_starbucks,비스타벅스,raw,num_subway_500m,num_bus_stops_300m,0.055386,0.055386,False
non_starbucks,비스타벅스,raw,num_restaurants_500m,avg_income,0.054025,0.054025,False
all,전체,raw,num_restaurants_500m,avg_income,0.053567,0.053567,False
starbucks,스타벅스,transformed,other_franchise_cafe_count_500m,avg_income,0.049871,0.049871,False
starbucks,스타벅스,transformed,num_bus_stops_300m,num_offices,-0.045555,0.045555,False
starbucks,스타벅스,transformed,num_retail_500m,avg_income,0.04369,0.04369,False
starbucks,스타벅스,raw,num_bus_stops_300m,land_price,0.043563,0.043563,False
non_starbucks,비스타벅스,raw,num_bus_stops_300m,land_price,-0.041575,0.041575,False
all,전체,raw,num_bus_stops_300m,land_price,-0.037091,0.037091,False
all,전체,transformed,num_bus_stops_300m,living_population,-0.035503,0.035503,False
non_starbucks,비스타벅스,transformed,num_bus_stops_300m,living_population,-0.035195,0.035195,False
starbucks,스타벅스,raw,other_franchise_cafe_count_500m,avg_income,0.034943,0.034943,False
starbucks,스타벅스,transformed,num_subway_500m,avg_income,0.034784,0.034784,False
starbucks,스타벅스,raw,independent_cafe_count_500m,avg_income,0.03193,0.03193,False
starbucks,스타벅스,transformed,dist_nearest_subway,avg_income,0.030643,0.030643,False
all,전체,raw,num_convenience_500m,avg_income,-0.028347,0.028347,False
non_starbucks,비스타벅스,raw,num_convenience_500m,avg_income,-0.027833,0.027833,False
starbucks,스타벅스,transformed,num_subway_500m,living_population,0.02736,0.02736,False
starbucks,스타벅스,raw,num_subway_500m,avg_income,0.025715,0.025715,False
all,전체,raw,num_bus_stops_300m,living_population,-0.025286,0.025286,False
non_starbucks,비스타벅스,raw,num_bus_stops_300m,living_population,-0.02469,0.02469,False
all,전체,transformed,num_convenience_500m,avg_income,-0.021434,0.021434,False
non_starbucks,비스타벅스,transformed,num_convenience_500m,avg_income,-0.021175,0.021175,False
starbucks,스타벅스,raw,num_restaurants_500m,avg_income,-0.017768,0.017768,False
all,전체,transformed,num_retail_500m,avg_income,0.016793,0.016793,False
starbucks,스타벅스,raw,dist_nearest_subway,avg_income,0.01476,0.01476,False
starbucks,스타벅스,transformed,num_bus_stops_300m,land_price,0.013627,0.013627,False
non_starbucks,비스타벅스,transformed,num_retail_500m,avg_income,0.013396,0.013396,False
non_starbucks,비스타벅스,raw,low_price_cafe_count_500m,avg_income,-0.01207,0.01207,False
all,전체,raw,low_price_cafe_count_500m,avg_income,-0.0107,0.0107,False
non_starbucks,비스타벅스,transformed,low_price_cafe_count_500m,avg_income,-0.008214,0.008214,False
all,전체,transformed,low_price_cafe_count_500m,avg_income,-0.006915,0.006915,False
starbucks,스타벅스,raw,dist_nearest_subway,living_population,-0.00537,0.00537,False
starbucks,스타벅스,transformed,dist_nearest_subway,living_population,-0.001809,0.001809,False
starbucks,스타벅스,transformed,num_restaurants_500m,avg_income,-0.001736,0.001736,False
starbucks,스타벅스,raw,num_subway_500m,living_population,0.00026,0.00026,False
