feature,lower_bound,upper_bound,outlier_count,outlier_rate,outlier_direction,상호명,시군구명,도로명주소,value
num_subway_500m,1.0,1.0,233,0.3421,low,을지병원사거리,강남구,"서울특별시 강남구 논현로 752 (논현동,구산빌딩)",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,학동사거리,강남구,서울특별시 강남구 도산대로 328 (논현동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,대치사거리,강남구,서울특별시 강남구 삼성로 402 (대치동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,구역삼사거리,강남구,서울특별시 강남구 논현로 401 (역삼동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,압구정로,강남구,서울특별시 강남구 압구정로42길 32 (신사동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,삼성,강남구,"서울특별시 강남구 테헤란로 443, 애플트리타워 1층 (삼성동)",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,대치,강남구,서울특별시 강남구 도곡로 511 (대치동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,호림아트센터,강남구,서울특별시 강남구 도산대로 317 (신사동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,포이,강남구,서울특별시 강남구 논현로 88 (개포동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,포스코,강남구,"서울특별시 강남구 삼성로86길 7, 1층 (대치동)",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,역삼럭키,강남구,서울특별시 강남구 도곡로 183 (역삼동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,도산사거리,강남구,서울특별시 강남구 언주로 727 (논현동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,센터필드R,강남구,서울특별시 강남구 테헤란로 231 (역삼동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,강남자곡,강남구,서울특별시 강남구 자곡로 172 (자곡동) 107~109호,0.0
num_subway_500m,1.0,1.0,233,0.3421,low,강남세곡,강남구,서울특별시 강남구 헌릉로569길 18 (세곡동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,강남아이퀘스트,강남구,서울특별시 강남구 도곡로 121 (역삼동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,대치삼성,강남구,서울특별시 강남구 영동대로 237 (대치동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,강남세곡DT,강남구,서울특별시 강남구 헌릉로 727 (세곡동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,화곡DT,강서구,서울특별시 강서구 등촌로 57 (화곡동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,강남우성,강남구,서울특별시 강남구 강남대로 328 (역삼동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,신사가로수,강남구,서울특별시 강남구 가로수길 59 ,0.0
num_subway_500m,1.0,1.0,233,0.3421,low,도곡공원,강남구,서울특별시 강남구 도곡로 205 (역삼동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,대치은마사거리,강남구,서울특별시 강남구 도곡로 457 (대치동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,역삼아레나빌딩,강남구,서울특별시 강남구 언주로 425 (역삼동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,역삼초교사거리,강남구,서울특별시 강남구 역삼로 123 (역삼동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,서초우면,서초구,서울특별시 서초구 태봉로 62 (우면동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,서래마을입구,서초구,서울특별시 서초구 서래로 48 (반포동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,하이브랜드,서초구,"서울특별시 서초구 매헌로 16, 리빙관 101호 (양재동)",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,영동2교,서초구,"서울특별시 서초구 논현로 139, 대흥빌딩 (양재동)",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,서울아트센터,서초구,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩,0.0
num_subway_500m,1.0,1.0,233,0.3421,low,송파방이DT,송파구,서울특별시 송파구 오금로 241 (방이동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,종암,성북구,서울특별시 성북구 종암로 122 (종암동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,송파위례,송파구,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,송파헬리오시티,송파구,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,장위뉴타운,성북구,서울특별시 성북구 장월로38길 4 (장위동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,송파마천사거리DT,송파구,서울특별시 송파구 거마로 78 (마천동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,갤러리아팰리스,송파구,"서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,올림픽공원남문,송파구,서울특별시 송파구 위례성대로 102 (방이동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,목동파리공원,양천구,서울특별시 양천구 목동동로 377 (목동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,목동7단지,양천구,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자,0.0
num_subway_500m,1.0,1.0,233,0.3421,low,목동행복한,양천구,서울특별시 양천구 목동동로 309 (목동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,목동8단지,양천구,서울특별시 양천구 목동서로 299 (신정동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,하이테크시티,영등포구,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티,0.0
num_subway_500m,1.0,1.0,233,0.3421,low,여의도공원R,영등포구,서울특별시 영등포구 여의공원로 101 (여의도동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,목동,양천구,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운,0.0
num_subway_500m,1.0,1.0,233,0.3421,low,목동5단지,양천구,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,목동10단지,양천구,"서울특별시 양천구 목동서로 401 (신정동, 대림아크로빌), 상가A동 101,101-1호",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,선유동이레빌딩,영등포구,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩,0.0
num_subway_500m,1.0,1.0,233,0.3421,low,신월동DT,양천구,서울특별시 양천구 남부순환로 319 (신월동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,현대미아,성북구,서울특별시 성북구 동소문로 315 (길음동) 지하1층,0.0
num_subway_500m,1.0,1.0,233,0.3421,low,미아,성북구,서울특별시 성북구 동소문로 314 (하월곡동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,대학로,종로구,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,서울대치과병원,종로구,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층,0.0
num_subway_500m,1.0,1.0,233,0.3421,low,은평구청입구,은평구,서울특별시 은평구 은평로 170 (응암동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,더북한산,은평구,서울특별시 은평구 대서문길 24-11 (진관동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,종로평창동,종로구,서울특별시 종로구 평창12길 3 (평창동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,진관DT,은평구,서울특별시 은평구 연서로 645 (진관동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,삼청동,종로구,서울특별시 종로구 삼청로 111-1 (삼청동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,신월IC DT,양천구,서울특별시 양천구 남부순환로 430 (신월동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,목동SBS,양천구,"서울특별시 양천구 목동서로 161 (목동), 101호, 201호",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,구로에이스,구로구,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,이케아강동,강동구,서울특별시 강동구 고덕비즈밸리로 51 (고덕동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,강동강일,강동구,서울특별시 강동구 아리수로93나길 54 (강일동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,강동암사DT,강동구,서울특별시 강동구 고덕로 43 (암사동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,상일동,강동구,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,이마트타워,중구,서울특별시 중구 세종대로7길 37 (순화동) 1층,0.0
num_subway_500m,1.0,1.0,233,0.3421,low,올림픽공원북2문,강동구,서울특별시 강동구 강동대로 199 (성내동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,이촌,용산구,서울특별시 용산구 이촌로 276 (이촌동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,성수낙낙,성동구,서울특별시 성동구 광나루로8길 31 (성수동2가) 성수낙낙 1층 101~107호,0.0
num_subway_500m,1.0,1.0,233,0.3421,low,황학사거리,성동구,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,고척아이파크,구로구,"서울특별시 구로구 경인로43길 49 (고척동, 고척아이파크), 1층 D-101호",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,경희대삼거리,동대문구,서울특별시 동대문구 회기로 141 (회기동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,경희대,동대문구,서울특별시 동대문구 경희대로 16-1 (회기동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,경희의료원,동대문구,서울특별시 동대문구 경희대로 23 (회기동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,장안사거리,동대문구,서울특별시 동대문구 답십리로 267 (장안동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,구로하이엔드,구로구,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,구로구청,구로구,"서울특별시 구로구 가마산로 232 (구로동, 스페스큐브), B101호",0.0
num_subway_500m,1.0,1.0,233,0.3421,low,한남동R,용산구,서울특별시 용산구 독서당로 94 (한남동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,서울타워,용산구,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층,0.0
num_subway_500m,1.0,1.0,233,0.3421,low,동빙고,용산구,서울특별시 용산구 장문로 12 (동빙고동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,순천향입구,용산구,서울특별시 용산구 대사관로 67 (한남동),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,숙명여대정문,용산구,서울특별시 용산구 청파로47길 100 (청파동2가) 프라임관B1F(로비층),0.0
num_subway_500m,1.0,1.0,233,0.3421,low,중랑구청,중랑구,서울특별시 중랑구 신내로 72,0.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,서울역서부,용산구,서울특별시 용산구 만리재로 202 (서계동),238671.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,서울역동자동,용산구,서울특별시 용산구 한강대로 372 (동자동),238671.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,서울역사,용산구,서울특별시 용산구 한강대로 405 (동자동) 신-101호,238671.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,잠실시그마타워,송파구,서울특별시 송파구 올림픽로 289 (신천동),201294.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,송파KT,송파구,"서울특별시 송파구 잠실로 209 (신천동), 오피스빌딩 1층 2~4호",201294.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,잠실푸르지오월드,송파구,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)",201294.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,잠실역,송파구,"서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층",201294.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,잠실르엘,송파구,서울특별시 송파구 올림픽로 329 (신천동),201294.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,잠실대교남단R,송파구,서울특별시 송파구 송파대로 570 타워 730 1층,201294.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,홍대역,마포구,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",196027.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,홍대공항철도역,마포구,서울특별시 마포구 양화로 178 (동교동),196027.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,홍대입구역사거리R,마포구,서울특별시 마포구 양화로 125 (서교동),196027.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,동교,마포구,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)",196027.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,홍대동교,마포구,서울특별시 마포구 양화로 192 (동교동),196027.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,홍대역8번출구,마포구,서울특별시 마포구 양화로 166 (동교동),196027.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,연희동,서대문구,서울특별시 서대문구 연희로 79 (연희동),196027.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,센트럴시티,서초구,서울특별시 서초구 신반포로 176 (반포동),169369.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,파미에파크R,서초구,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY,169369.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,서울고속터미널,서초구,서울특별시 서초구 신반포로 194 (반포동),169369.0
nearest_subway_ridership,-52837.0,165291.0,20,0.0294,high,센트럴F1,서초구,서울특별시 서초구 신반포로 176 (반포동),169369.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,무교동,중구,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층,352395.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,그랜드센트럴,중구,서울특별시 중구 세종대로 14 (남대문로5가),297431.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,연세세브란스,중구,서울특별시 중구 통일로 10 (남대문로5가),297431.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,숭례문,중구,"서울특별시 중구 세종대로 17, 그레이츠 숭례 1층 (남대문로5가)",297431.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,무교로,중구,서울특별시 중구 무교로 15 (무교동),283970.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,한국프레스센터,중구,서울특별시 중구 세종대로 124 (태평로1가),274948.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,코엑스별마당,강남구,서울특별시 강남구 영동대로 513 (삼성동),256304.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,스타필드코엑스몰R,강남구,서울특별시 강남구 영동대로 513 (삼성동) 코엑스 A106호,256304.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,삼성동,강남구,서울특별시 강남구 영동대로96길 12 (삼성동),256304.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,국기원사거리,강남구,서울특별시 강남구 테헤란로 125 (역삼동),254451.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,한국은행교차로,중구,서울특별시 중구 남대문로 55 (남대문로2가),246960.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,서울중앙우체국,중구,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국,246960.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,인사,종로구,서울특별시 종로구 인사동길 14 (인사동),242343.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,서울역서부,용산구,서울특별시 용산구 만리재로 202 (서계동),238671.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,서울역사,용산구,서울특별시 용산구 한강대로 405 (동자동) 신-101호,238671.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,서울역동자동,용산구,서울특별시 용산구 한강대로 372 (동자동),238671.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,잠실푸르지오월드,송파구,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)",231474.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,삼성교,강남구,"서울특별시 강남구 영동대로86길 12, 동남유화빌딩 1층",208726.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,삼성역섬유센터R,강남구,서울특별시 강남구 테헤란로 518 (대치동),208726.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,삼성역,강남구,서울특별시 강남구 테헤란로 620 (대치동),208726.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,소공로,중구,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)",206523.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,환구단,중구,서울특별시 중구 소공로 112 (소공동),206523.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,시청,중구,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)",206523.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,잠실르엘,송파구,서울특별시 송파구 올림픽로 329 (신천동),201294.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,잠실역,송파구,"서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층",201294.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,잠실대교남단R,송파구,서울특별시 송파구 송파대로 570 타워 730 1층,201294.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,잠실시그마타워,송파구,서울특별시 송파구 올림픽로 289 (신천동),201294.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,송파KT,송파구,"서울특별시 송파구 잠실로 209 (신천동), 오피스빌딩 1층 2~4호",201294.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,홍대역8번출구,마포구,서울특별시 마포구 양화로 166 (동교동),196027.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,홍대역,마포구,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",196027.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,홍대동교,마포구,서울특별시 마포구 양화로 192 (동교동),196027.0
subway_ridership_500m,-83940.0,189932.0,32,0.047,high,홍대공항철도역,마포구,서울특별시 마포구 양화로 178 (동교동),196027.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,종각,종로구,서울특별시 종로구 종로 64 (종로2가),280.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,홍대공항철도역,마포구,서울특별시 마포구 양화로 178 (동교동),276.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,홍대역8번출구,마포구,서울특별시 마포구 양화로 166 (동교동),276.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,홍대동교,마포구,서울특별시 마포구 양화로 192 (동교동),275.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,홍대역,마포구,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",273.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,종로R,종로구,서울특별시 종로구 종로 51 (종로2가),264.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,을지로경기빌딩,중구,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩,253.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,을지로삼화타워,중구,서울특별시 중구 을지로5길 16 (을지로2가) 1층,247.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,인사,종로구,서울특별시 종로구 인사동길 14 (인사동),244.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,그랑서울,종로구,서울특별시 종로구 종로 33 (청진동),240.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,종로관철,종로구,"서울특별시 종로구 종로12길 21, 2층 (관철동)",239.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,서교동사거리,마포구,서울특별시 마포구 양화로 105 (서교동),237.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,홍대입구역사거리R,마포구,서울특별시 마포구 양화로 125 (서교동),237.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,을지로국제빌딩,중구,서울특별시 중구 남대문로 109 (다동),235.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,을지로2가,중구,서울특별시 중구 삼일대로 358 (을지로2가),232.0
num_competing_cafes_500m,-63.0,225.0,16,0.0235,high,명동중앙로,중구,서울특별시 중구 명동길 60 (명동 2가),232.0
num_restaurants_500m,-402.5,1417.5,5,0.0073,high,인사,종로구,서울특별시 종로구 인사동길 14 (인사동),1656.0
num_restaurants_500m,-402.5,1417.5,5,0.0073,high,종각,종로구,서울특별시 종로구 종로 64 (종로2가),1604.0
num_restaurants_500m,-402.5,1417.5,5,0.0073,high,종로관수,종로구,서울특별시 종로구 삼일대로20길 13 (관수동),1531.0
num_restaurants_500m,-402.5,1417.5,5,0.0073,high,종로R,종로구,서울특별시 종로구 종로 51 (종로2가),1490.0
num_restaurants_500m,-402.5,1417.5,5,0.0073,high,을지로2가,중구,서울특별시 중구 삼일대로 358 (을지로2가),1452.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,신세계본점6F,중구,서울특별시 중구 퇴계로 77 (충무로1가),2886.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,한국은행교차로,중구,서울특별시 중구 남대문로 55 (남대문로2가),2649.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,서울중앙우체국,중구,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국,2632.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,우리은행본점B1F,중구,서울특별시 중구 소공로 51 (회현동1가),2494.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,회현역,중구,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산,2419.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,명동역,중구,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)",2378.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,태평로,중구,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)",2274.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,숭례문북창,중구,서울특별시 중구 세종대로12길 12 (남대문로4가),2255.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,별다방,중구,서울특별시 중구 퇴계로 100 (회현동2가),2172.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,소공로,중구,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)",1976.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,동대문두타,중구,서울특별시 중구 장충단로 275 (을지로6가),1866.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,동대문디자인플라자,중구,서울특별시 중구 을지로 281 (을지로7가) 디자인장터,1784.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,환구단,중구,서울특별시 중구 소공로 112 (소공동),1752.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,남산단암,중구,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)",1679.0
