feature,lower_bound,upper_bound,outlier_count,outlier_rate,outlier_direction,상호명,시군구명,도로명주소,value
num_retail_500m,-297.0,1007.0,52,0.0764,high,대한상공회의소R,중구,서울특별시 중구 세종대로 39 (남대문로4가) 1층,1647.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,국립중앙의료원,중구,서울특별시 중구 을지로 251 (을지로6가),1642.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,그랜드센트럴,중구,서울특별시 중구 세종대로 14 (남대문로5가),1612.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,명동길,중구,서울특별시 중구 명동10길 41,1440.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,명동중앙로,중구,서울특별시 중구 명동길 60 (명동 2가),1397.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,동대문공원,중구,서울특별시 중구 장충단로 229 (광희동1가),1363.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,동대문역사문화공원역,중구,서울특별시 중구 퇴계로 325-9 (광희동2가),1349.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,숭례문,중구,"서울특별시 중구 세종대로 17, 그레이츠 숭례 1층 (남대문로5가)",1339.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,서소문로,중구,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩,1336.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,센트럴F1,서초구,서울특별시 서초구 신반포로 176 (반포동),1335.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,센트럴시티,서초구,서울특별시 서초구 신반포로 176 (반포동),1328.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,서울고속터미널,서초구,서울특별시 서초구 신반포로 194 (반포동),1314.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,인사,종로구,서울특별시 종로구 인사동길 14 (인사동),1313.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,파미에파크R,서초구,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY,1267.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,타임스퀘어R,영등포구,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가),1247.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,명동메트로,중구,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔,1241.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,광장마켓,종로구,서울특별시 종로구 창경궁로 88 (예지동),1239.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,연세세브란스,중구,서울특별시 중구 통일로 10 (남대문로5가),1236.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,종로3가,종로구,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)",1233.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,종로관수,종로구,서울특별시 종로구 삼일대로20길 13 (관수동),1216.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,시청역11번출구,중구,서울특별시 중구 서소문로 129 (서소문동),1182.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,퍼시픽타워,중구,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)",1164.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,타임스퀘어2F,영등포구,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가),1158.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,타임스퀘어B2,영등포구,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)",1158.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,주얼리시티,종로구,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티,1146.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,을지로경기빌딩,중구,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩,1136.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,을지로한국빌딩,중구,"서울특별시 중구 을지로 50, 1층 (을지로 2가)",1132.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,이마트타워,중구,서울특별시 중구 세종대로7길 37 (순화동) 1층,1118.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,명동남산,중구,서울특별시 중구 퇴계로 132 (남산동3가),1098.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,영등포역,영등포구,서울특별시 영등포구 경인로 870 (영등포동1가),1098.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,을지로국제빌딩,중구,서울특별시 중구 남대문로 109 (다동),1080.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,종각,종로구,서울특별시 종로구 종로 64 (종로2가),1069.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,을지로삼화타워,중구,서울특별시 중구 을지로5길 16 (을지로2가) 1층,1068.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,경동1960,동대문구,서울특별시 동대문구 고산자로36길 3 (제기동),1059.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,SSG.COM,영등포구,서울특별시 영등포구 영신로34길 30 (영등포동4가),1041.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,영등포시장교차로,영등포구,서울특별시 영등포구 영중로 45 (영등포동6가),1040.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,종로R,종로구,서울특별시 종로구 종로 51 (종로2가),1040.0
num_retail_500m,-297.0,1007.0,52,0.0764,high,종로플레이스,종로구,서울특별시 종로구 창경궁로 120 (인의동),1029.0
num_convenience_500m,-12.5,71.5,5,0.0073,high,을지로경기빌딩,중구,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩,85.0
num_convenience_500m,-12.5,71.5,5,0.0073,high,을지로삼화타워,중구,서울특별시 중구 을지로5길 16 (을지로2가) 1층,79.0
num_convenience_500m,-12.5,71.5,5,0.0073,high,종각,종로구,서울특별시 종로구 종로 64 (종로2가),76.0
num_convenience_500m,-12.5,71.5,5,0.0073,high,종로관철,종로구,"서울특별시 종로구 종로12길 21, 2층 (관철동)",76.0
num_convenience_500m,-12.5,71.5,5,0.0073,high,을지로2가,중구,서울특별시 중구 삼일대로 358 (을지로2가),72.0
avg_income,557155.75,7419825.75,4,0.0059,high,대치재경빌딩,강남구,서울특별시 강남구 남부순환로 2947 (대치동),7421305.0
avg_income,557155.75,7419825.75,4,0.0059,high,도곡역,강남구,서울특별시 강남구 남부순환로 2909 (대치동),7421305.0
avg_income,557155.75,7419825.75,4,0.0059,high,한티역,강남구,"서울특별시 강남구 도곡로 408, 디마크빌딩 101호 (대치동)",7421305.0
avg_income,557155.75,7419825.75,4,0.0059,high,대치역,강남구,서울특별시 강남구 남부순환로 2936 (대치동) 107호,7421305.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도IFC(1F),영등포구,서울특별시 영등포구 국제금융로 10 (여의도동),250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도TP타워,영등포구,서울특별시 영등포구 의사당대로 96 (여의도동),250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,더현대서울(B2)R,영등포구,서울특별시 영등포구 여의대로 108 (여의도동),250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도브라이튼,영등포구,"서울특별시 영등포구 국제금융로 39 (여의도동, 브라이튼 여의도), 1층",250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도한강공원,영등포구,서울특별시 영등포구 여의동로 338 (여의도동) 선착장 3층,250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도원센티널,영등포구,서울특별시 영등포구 여의대로 70 (여의도동),250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도교직원공제회,영등포구,서울특별시 영등포구 여의나루로 50 (여의도동),250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도IFC몰(L2)STREET,영등포구,서울특별시 영등포구 국제금융로 10 (여의도동) L2 S15,250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,동여의도,영등포구,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비,250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도ABL타워,영등포구,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워,250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도한양증권,영등포구,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권,250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도일신,영등포구,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부,250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도,영등포구,서울특별시 영등포구 국제금융로2길 28 (여의도동),250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,롯데캐슬여의도,영등포구,"서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어) 1층 104호",250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도호성,영등포구,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)",250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도의사당,영등포구,서울특별시 영등포구 국회대로74길 12 (여의도동),250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,국회의사당역,영등포구,서울특별시 영등포구 의사당대로 8 (여의도동),250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,샛강역,영등포구,서울특별시 영등포구 여의대방로 376 (여의도동),250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도KBS R,영등포구,서울특별시 영등포구 의사당대로 26 (여의도동),250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도IFC몰(L1)R,영등포구,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호,250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도역R,영등포구,서울특별시 영등포구 의사당대로 83 (여의도동) 1층,250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,여의도공원R,영등포구,서울특별시 영등포구 여의공원로 101 (여의도동),250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,국회대로,영등포구,서울특별시 영등포구 국회대로 786 (여의도동),250897.0
num_offices,-86518.0,152210.0,56,0.0822,high,국기원사거리,강남구,서울특별시 강남구 테헤란로 125 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,역삼초교사거리,강남구,서울특별시 강남구 역삼로 123 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,역삼대로,강남구,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동)",202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,역삼포스코,강남구,"서울특별시 강남구 테헤란로 134, P&S TOWER (역삼동)",202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,강남대로,강남구,"서울특별시 강남구 강남대로 456, 한석타워 2층 1-2호 (역삼동)",202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,강남R,강남구,서울특별시 강남구 강남대로 390 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,강남우성,강남구,서울특별시 강남구 강남대로 328 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,강남오거리,강남구,서울특별시 강남구 봉은사로2길 39 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,강남차여성병원,강남구,서울특별시 강남구 봉은사로 156 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,GS타워,강남구,서울특별시 강남구 논현로 508 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,아크플레이스,강남구,서울특별시 강남구 테헤란로 142 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,구역삼사거리,강남구,서울특별시 강남구 논현로 401 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,큰길타워,강남구,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)",202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,강남비젼타워,강남구,"서울특별시 강남구 테헤란로2길 27, 1층 101호 (역삼동)",202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,아크로힐스논현,강남구,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동)",202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,역삼럭키,강남구,서울특별시 강남구 도곡로 183 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,선릉로,강남구,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)",202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,강남파이낸스센터,강남구,서울특별시 강남구 테헤란로 152 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,케이스퀘어강남,강남구,서울특별시 강남구 강남대로94길 10 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,강남아이퀘스트,강남구,서울특별시 강남구 도곡로 121 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,센터필드R,강남구,서울특별시 강남구 테헤란로 231 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,테헤란로아남타워,강남구,서울특별시 강남구 테헤란로 311 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,강남역신분당역사,강남구,서울특별시 강남구 강남대로 396 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,언주역,강남구,서울특별시 강남구 봉은사로 222 (역삼동),202016.0
num_offices,-86518.0,152210.0,56,0.0822,high,포스코사거리,강남구,서울특별시 강남구 테헤란로 505 (삼성동) 화진빌딩,189339.0
num_offices,-86518.0,152210.0,56,0.0822,high,코엑스아셈타워,강남구,서울특별시 강남구 영동대로 517 (삼성동),189339.0
num_offices,-86518.0,152210.0,56,0.0822,high,청담역6번출구,강남구,서울특별시 강남구 삼성로 634 (삼성동),189339.0
num_offices,-86518.0,152210.0,56,0.0822,high,코엑스사거리,강남구,서울특별시 강남구 영동대로 616 (삼성동),189339.0
num_offices,-86518.0,152210.0,56,0.0822,high,코엑스몰,강남구,서울특별시 강남구 영동대로 513 (삼성동) O103호,189339.0
num_offices,-86518.0,152210.0,56,0.0822,high,코엑스별마당,강남구,서울특별시 강남구 영동대로 513 (삼성동),189339.0
num_offices,-86518.0,152210.0,56,0.0822,high,봉은사역,강남구,서울특별시 강남구 봉은사로 619 (삼성동),189339.0
num_offices,-86518.0,152210.0,56,0.0822,high,스타필드코엑스몰R,강남구,서울특별시 강남구 영동대로 513 (삼성동) 코엑스 A106호,189339.0
num_offices,-86518.0,152210.0,56,0.0822,high,삼성동,강남구,서울특별시 강남구 영동대로96길 12 (삼성동),189339.0
living_population,-8962.875,79706.125,47,0.069,high,국기원사거리,강남구,서울특별시 강남구 테헤란로 125 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,강남오거리,강남구,서울특별시 강남구 봉은사로2길 39 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,강남R,강남구,서울특별시 강남구 강남대로 390 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,강남우성,강남구,서울특별시 강남구 강남대로 328 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,역삼초교사거리,강남구,서울특별시 강남구 역삼로 123 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,역삼대로,강남구,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동)",98668.0
living_population,-8962.875,79706.125,47,0.069,high,역삼포스코,강남구,"서울특별시 강남구 테헤란로 134, P&S TOWER (역삼동)",98668.0
living_population,-8962.875,79706.125,47,0.069,high,강남대로,강남구,"서울특별시 강남구 강남대로 456, 한석타워 2층 1-2호 (역삼동)",98668.0
living_population,-8962.875,79706.125,47,0.069,high,구역삼사거리,강남구,서울특별시 강남구 논현로 401 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,큰길타워,강남구,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)",98668.0
living_population,-8962.875,79706.125,47,0.069,high,아크플레이스,강남구,서울특별시 강남구 테헤란로 142 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,GS타워,강남구,서울특별시 강남구 논현로 508 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,역삼럭키,강남구,서울특별시 강남구 도곡로 183 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,아크로힐스논현,강남구,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동)",98668.0
living_population,-8962.875,79706.125,47,0.069,high,강남비젼타워,강남구,"서울특별시 강남구 테헤란로2길 27, 1층 101호 (역삼동)",98668.0
living_population,-8962.875,79706.125,47,0.069,high,선릉로,강남구,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)",98668.0
living_population,-8962.875,79706.125,47,0.069,high,강남차여성병원,강남구,서울특별시 강남구 봉은사로 156 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,센터필드R,강남구,서울특별시 강남구 테헤란로 231 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,강남아이퀘스트,강남구,서울특별시 강남구 도곡로 121 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,언주역,강남구,서울특별시 강남구 봉은사로 222 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,강남파이낸스센터,강남구,서울특별시 강남구 테헤란로 152 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,강남역신분당역사,강남구,서울특별시 강남구 강남대로 396 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,테헤란로아남타워,강남구,서울특별시 강남구 테헤란로 311 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,케이스퀘어강남,강남구,서울특별시 강남구 강남대로94길 10 (역삼동),98668.0
living_population,-8962.875,79706.125,47,0.069,high,샛강역,영등포구,서울특별시 영등포구 여의대방로 376 (여의도동),95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도IFC몰(L1)R,영등포구,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호,95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도KBS R,영등포구,서울특별시 영등포구 의사당대로 26 (여의도동),95986.0
living_population,-8962.875,79706.125,47,0.069,high,국회대로,영등포구,서울특별시 영등포구 국회대로 786 (여의도동),95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도공원R,영등포구,서울특별시 영등포구 여의공원로 101 (여의도동),95986.0
living_population,-8962.875,79706.125,47,0.069,high,국회의사당역,영등포구,서울특별시 영등포구 의사당대로 8 (여의도동),95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도역R,영등포구,서울특별시 영등포구 의사당대로 83 (여의도동) 1층,95986.0
living_population,-8962.875,79706.125,47,0.069,high,동여의도,영등포구,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비,95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도ABL타워,영등포구,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워,95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도한양증권,영등포구,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권,95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도일신,영등포구,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부,95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도,영등포구,서울특별시 영등포구 국제금융로2길 28 (여의도동),95986.0
living_population,-8962.875,79706.125,47,0.069,high,롯데캐슬여의도,영등포구,"서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어) 1층 104호",95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도호성,영등포구,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)",95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도의사당,영등포구,서울특별시 영등포구 국회대로74길 12 (여의도동),95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도IFC(1F),영등포구,서울특별시 영등포구 국제금융로 10 (여의도동),95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도교직원공제회,영등포구,서울특별시 영등포구 여의나루로 50 (여의도동),95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도원센티널,영등포구,서울특별시 영등포구 여의대로 70 (여의도동),95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도한강공원,영등포구,서울특별시 영등포구 여의동로 338 (여의도동) 선착장 3층,95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도IFC몰(L2)STREET,영등포구,서울특별시 영등포구 국제금융로 10 (여의도동) L2 S15,95986.0
living_population,-8962.875,79706.125,47,0.069,high,더현대서울(B2)R,영등포구,서울특별시 영등포구 여의대로 108 (여의도동),95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도브라이튼,영등포구,"서울특별시 영등포구 국제금융로 39 (여의도동, 브라이튼 여의도), 1층",95986.0
living_population,-8962.875,79706.125,47,0.069,high,여의도TP타워,영등포구,서울특별시 영등포구 의사당대로 96 (여의도동),95986.0
land_price,-10089087.0,27119961.0,11,0.0162,high,신세계본점6F,중구,서울특별시 중구 퇴계로 77 (충무로1가),59244720.0
land_price,-10089087.0,27119961.0,11,0.0162,high,종각,종로구,서울특별시 종로구 종로 64 (종로2가),37882535.0
land_price,-10089087.0,27119961.0,11,0.0162,high,종로R,종로구,서울특별시 종로구 종로 51 (종로2가),37882535.0
land_price,-10089087.0,27119961.0,11,0.0162,high,한국은행교차로,중구,서울특별시 중구 남대문로 55 (남대문로2가),33908039.0
land_price,-10089087.0,27119961.0,11,0.0162,high,광화문우체국,종로구,서울특별시 종로구 종로 6 (서린동),29813570.0
land_price,-10089087.0,27119961.0,11,0.0162,high,무교동,중구,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층,29066377.0
land_price,-10089087.0,27119961.0,11,0.0162,high,무교로,중구,서울특별시 중구 무교로 15 (무교동),29066377.0
land_price,-10089087.0,27119961.0,11,0.0162,high,종로관철,종로구,"서울특별시 종로구 종로12길 21, 2층 (관철동)",28097391.0
land_price,-10089087.0,27119961.0,11,0.0162,high,명동메트로,중구,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔,28041364.0
land_price,-10089087.0,27119961.0,11,0.0162,high,시청,중구,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)",28041364.0
land_price,-10089087.0,27119961.0,11,0.0162,high,종로3가,종로구,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)",28002106.0
